transactionid,saledate,customerid,productid,storeid,campaignid,saleamount,qtypurchased,saletime,StandardDateTime
1472,5/4/2025,1015,2080,404,1.0,749.03,1,evening,2025-05-04
1473,5/4/2025,1146,2006,403,0.0,792.0,3,afternoon,2025-05-04
1474,5/4/2025,1073,2062,401,1.0,1114.85,4,morning,2025-05-04
1476,5/4/2025,1033,2078,403,2.0,340.82,2,afternoon,2025-05-04
1477,5/4/2025,1065,2001,401,1.0,371.12,1,morning,2025-05-04
1478,5/4/2025,1151,2094,402,3.0,493.35,3,morning,2025-05-04
1481,5/4/2025,1021,2018,402,3.0,542.26,2,morning,2025-05-04
1483,5/4/2025,1169,2056,402,1.0,944.5,3,afternoon,2025-05-04
1485,5/4/2025,1164,2033,401,0.0,836.25,5,evening,2025-05-04
1490,5/4/2025,1073,2057,404,2.0,349.58,5,afternoon,2025-05-04
1491,5/4/2025,1135,2087,401,0.0,318.64,2,morning,2025-05-04
1493,5/4/2025,1156,2083,403,2.0,1229.06,3,afternoon,2025-05-04
1497,5/4/2025,1133,2043,402,2.0,1397.52,1,morning,2025-05-04
1498,5/4/2025,1140,2001,401,0.0,1237.05,3,morning,2025-05-04
1499,5/4/2025,1003,2052,401,0.0,731.26,4,evening,2025-05-04
1500,5/4/2025,1175,2057,403,1.0,1179.85,5,afternoon,2025-05-04
1501,5/4/2025,1185,2036,403,1.0,980.91,2,morning,2025-05-04
1504,5/4/2025,1181,2015,401,1.0,1214.95,4,morning,2025-05-04
1506,5/4/2025,1178,2023,403,2.0,1503.26,2,afternoon,2025-05-04
1508,5/4/2025,1070,2098,404,2.0,1452.58,3,morning,2025-05-04
1509,5/4/2025,1065,2020,401,2.0,300.66,4,evening,2025-05-04
1511,5/4/2025,1085,2007,403,2.0,933.42,2,morning,2025-05-04
1513,5/4/2025,1051,2078,404,1.0,383.43,3,afternoon,2025-05-04
1514,5/4/2025,1165,2062,401,1.0,557.42,4,morning,2025-05-04
1515,5/4/2025,1138,2098,404,1.0,817.07,5,evening,2025-05-04
1516,5/4/2025,1157,2082,401,3.0,1066.4,2,afternoon,2025-05-04
1519,5/4/2025,1004,2063,402,0.0,552.46,4,evening,2025-05-04
1521,5/4/2025,1038,2089,403,3.0,1240.56,2,morning,2025-05-04
1525,5/4/2025,1145,2068,403,2.0,656.19,5,evening,2025-05-04
1531,5/4/2025,1169,2024,403,3.0,621.35,2,morning,2025-05-04
1537,5/4/2025,1136,2057,401,0.0,1310.94,1,morning,2025-05-04
1541,5/4/2025,1018,2004,402,3.0,927.25,2,morning,2025-05-04
1542,5/4/2025,1167,2002,404,0.0,866.0,1,evening,2025-05-04
1544,5/4/2025,1044,2080,401,2.0,665.81,4,morning,2025-05-04
1546,5/4/2025,1027,2014,404,1.0,443.34,2,afternoon,2025-05-04
1547,5/4/2025,1016,2025,404,2.0,671.09,1,morning,2025-05-04
1549,5/4/2025,1030,2087,402,2.0,382.37,4,morning,2025-05-04
1553,5/4/2025,1178,2047,402,3.0,1004.94,3,evening,2025-05-04
1554,5/4/2025,1062,2074,401,1.0,1187.1,4,afternoon,2025-05-04
1557,5/4/2025,1001,2022,401,2.0,536.94,1,evening,2025-05-04
1558,5/4/2025,1106,2088,404,1.0,1276.83,3,afternoon,2025-05-04
1560,5/4/2025,1105,2030,402,0.0,339.94,5,evening,2025-05-04
1564,5/4/2025,1030,2067,401,2.0,465.52,4,afternoon,2025-05-04
1565,5/4/2025,1194,2069,402,3.0,929.56,5,morning,2025-05-04
1566,5/4/2025,1197,2080,402,2.0,1331.62,2,morning,2025-05-04
1567,5/4/2025,1013,2024,401,1.0,335.53,1,evening,2025-05-04
1568,5/4/2025,1175,2060,404,1.0,735.08,3,afternoon,2025-05-04
1569,5/4/2025,1040,2085,401,0.0,484.3,4,morning,2025-05-04
1573,5/4/2025,1040,2003,404,0.0,385.18,3,evening,2025-05-04
1575,5/4/2025,1107,2025,403,1.0,754.97,5,morning,2025-05-04
1580,5/4/2025,1037,2027,404,1.0,465.5,5,evening,2025-05-04
1584,5/4/2025,1177,2072,401,2.0,672.48,4,afternoon,2025-05-04
1585,5/4/2025,1034,2014,404,3.0,985.2,5,morning,2025-05-04
1586,5/4/2025,1107,2021,403,1.0,751.87,2,morning,2025-05-04
1589,5/4/2025,1105,2066,404,1.0,928.91,4,morning,2025-05-04
1590,5/4/2025,1151,2060,404,2.0,653.41,5,evening,2025-05-04
1591,5/4/2025,1003,2093,404,1.0,680.35,2,afternoon,2025-05-04
1593,5/4/2025,1151,2019,401,3.0,933.93,3,evening,2025-05-04
1594,5/4/2025,1011,2005,404,0.0,428.78,4,afternoon,2025-05-04
1596,5/4/2025,1178,2012,404,3.0,623.19,2,morning,2025-05-04
1597,5/4/2025,1061,2010,401,3.0,389.2,1,evening,2025-05-04
1601,5/4/2025,1180,2058,401,3.0,666.75,2,afternoon,2025-05-04
1602,5/4/2025,1118,2098,402,3.0,907.86,1,morning,2025-05-04
1603,5/4/2025,1047,2047,404,0.0,334.98,3,evening,2025-05-04
1607,5/4/2025,1158,2042,401,2.0,402.26,1,evening,2025-05-04
1610,5/4/2025,1093,2022,401,1.0,604.06,5,evening,2025-05-04
1611,5/4/2025,1035,2042,402,0.0,335.22,2,afternoon,2025-05-04
1613,5/4/2025,1082,2045,403,3.0,312.14,3,evening,2025-05-04
1614,5/4/2025,1070,2006,401,2.0,633.6,4,afternoon,2025-05-04
1615,5/4/2025,1088,2057,404,0.0,436.98,5,morning,2025-05-04
1617,5/4/2025,1158,2047,401,1.0,904.45,1,evening,2025-05-04
1620,5/4/2025,1042,2035,401,1.0,809.99,5,evening,2025-05-04
1621,5/4/2025,1127,2019,402,0.0,933.93,2,afternoon,2025-05-04
1623,5/4/2025,1088,2053,404,0.0,610.15,3,evening,2025-05-04
1626,5/4/2025,1148,2043,403,3.0,873.45,2,morning,2025-05-04
1627,5/4/2025,1151,2085,404,3.0,726.45,1,evening,2025-05-04
1628,5/4/2025,1077,2072,402,2.0,1008.72,3,afternoon,2025-05-04
1629,5/4/2025,1043,2033,402,3.0,836.25,4,morning,2025-05-04
1630,5/4/2025,1095,2036,401,1.0,392.36,5,evening,2025-05-04
1631,5/4/2025,1090,2036,404,1.0,588.55,2,afternoon,2025-05-04
1632,5/4/2025,1158,2020,403,1.0,676.49,1,morning,2025-05-04
1634,5/4/2025,1060,2014,401,2.0,591.12,4,afternoon,2025-05-04
1635,5/4/2025,1147,2016,404,2.0,516.83,5,morning,2025-05-04
1638,5/4/2025,1095,2057,402,2.0,349.58,3,afternoon,2025-05-04
1640,5/4/2025,1196,2018,404,2.0,433.81,5,evening,2025-05-04
1641,5/4/2025,1039,2000,403,2.0,775.45,2,afternoon,2025-05-04
1642,5/4/2025,1121,2037,402,3.0,1080.42,1,morning,2025-05-04
1644,5/4/2025,1010,2017,401,2.0,1112.88,4,afternoon,2025-05-04
1645,5/4/2025,1006,2051,402,3.0,351.96,5,morning,2025-05-04
1646,5/4/2025,1091,2011,403,0.0,819.48,2,morning,2025-05-04
1647,5/4/2025,1155,2082,402,1.0,959.76,1,evening,2025-05-04
1648,5/4/2025,1005,2098,403,1.0,817.07,3,afternoon,2025-05-04
1650,5/4/2025,1131,2050,402,3.0,747.12,5,evening,2025-05-04
1652,5/4/2025,1101,2018,404,2.0,867.62,1,morning,2025-05-04
1653,5/4/2025,1098,2047,401,2.0,1071.94,3,evening,2025-05-04
1654,5/4/2025,1088,2044,403,3.0,830.32,4,afternoon,2025-05-04
1655,5/4/2025,1143,2011,402,3.0,1229.22,5,morning,2025-05-04
1656,5/4/2025,1189,2053,404,2.0,1464.36,2,morning,2025-05-04
1658,5/4/2025,1035,2075,401,1.0,1405.15,3,afternoon,2025-05-04
1661,5/4/2025,1001,2052,403,3.0,731.26,2,afternoon,2025-05-04
1662,5/4/2025,1044,2071,404,1.0,553.64,1,morning,2025-05-04
1664,5/4/2025,1141,2062,401,2.0,1486.46,4,afternoon,2025-05-04
1665,5/4/2025,1149,2038,404,3.0,926.51,5,morning,2025-05-04
1667,5/4/2025,1067,2038,404,0.0,926.51,1,evening,2025-05-04
1673,5/4/2025,1177,2015,403,0.0,674.97,3,evening,2025-05-04
1674,5/4/2025,1066,2020,401,1.0,1014.74,4,afternoon,2025-05-04
1675,5/4/2025,1081,2059,402,2.0,409.64,5,morning,2025-05-04
1676,5/4/2025,1041,2006,403,2.0,475.2,2,morning,2025-05-04
1679,5/4/2025,1196,2080,402,0.0,832.26,4,morning,2025-05-04
1680,5/4/2025,1153,2096,402,2.0,1075.49,5,evening,2025-05-04
1683,5/4/2025,1136,2074,403,1.0,593.55,3,evening,2025-05-04
1684,5/4/2025,1003,2017,403,2.0,1112.88,4,afternoon,2025-05-04
1685,5/4/2025,1199,2062,404,2.0,990.98,5,morning,2025-05-04
1688,5/4/2025,1106,2058,401,0.0,1333.5,3,afternoon,2025-05-04
1689,5/4/2025,1033,2002,404,2.0,1385.6,4,morning,2025-05-04
1693,5/4/2025,1056,2016,402,1.0,872.15,3,evening,2025-05-04
1694,5/4/2025,1078,2016,402,1.0,872.15,4,afternoon,2025-05-04
1697,5/4/2025,1010,2025,401,0.0,559.24,1,evening,2025-05-04
1698,5/4/2025,1168,2065,401,3.0,1411.02,3,afternoon,2025-05-04
1699,5/4/2025,1030,2032,401,0.0,945.6,4,morning,2025-05-04
1704,5/4/2025,1090,2020,402,0.0,751.66,4,afternoon,2025-05-04
1705,5/4/2025,1025,2074,401,1.0,593.55,5,morning,2025-05-04
1706,5/4/2025,1183,2024,403,1.0,335.53,2,morning,2025-05-04
1707,5/4/2025,1193,2068,401,0.0,820.24,1,evening,2025-05-04
1711,5/4/2025,1097,2054,402,1.0,810.46,2,afternoon,2025-05-04
1713,5/4/2025,1119,2014,402,3.0,1231.5,3,evening,2025-05-04
1721,5/4/2025,1101,2056,401,0.0,524.72,2,afternoon,2025-05-04
1722,5/4/2025,1036,2050,404,0.0,747.12,1,morning,2025-05-04
1723,5/4/2025,1189,2021,401,2.0,1336.66,3,evening,2025-05-04
1724,5/4/2025,1050,2043,402,3.0,873.45,4,afternoon,2025-05-04
1727,5/4/2025,1091,2060,404,3.0,1225.14,1,evening,2025-05-04
1728,5/4/2025,1130,2035,402,3.0,899.99,3,afternoon,2025-05-04
1735,5/4/2025,1169,2096,404,3.0,672.18,5,morning,2025-05-04
1739,5/4/2025,1098,2057,403,3.0,1310.94,4,morning,2025-05-04
1747,5/4/2025,1157,2086,403,2.0,1430.56,1,evening,2025-05-04
1752,5/4/2025,1105,2044,401,1.0,373.64,1,morning,2025-05-04
1753,5/4/2025,1063,2030,403,0.0,509.91,3,evening,2025-05-04
1758,5/4/2025,1081,2048,404,2.0,572.21,3,afternoon,2025-05-04
1759,5/4/2025,1146,2012,404,0.0,623.19,4,morning,2025-05-04
1760,5/4/2025,1176,2086,402,2.0,1430.56,5,evening,2025-05-04
1761,5/4/2025,1127,2064,403,1.0,529.27,2,afternoon,2025-05-04
1764,5/4/2025,1073,2033,401,2.0,1338.0,4,afternoon,2025-05-04
1768,5/4/2025,1053,2044,401,2.0,332.13,3,afternoon,2025-05-04
1770,5/4/2025,1051,2053,404,2.0,488.12,5,evening,2025-05-04
1773,5/4/2025,1054,2084,404,2.0,901.92,3,evening,2025-05-04
1775,5/4/2025,1133,2025,403,3.0,838.86,5,morning,2025-05-04
1777,5/4/2025,1111,2052,403,0.0,731.26,1,evening,2025-05-04
1780,5/4/2025,1175,2076,402,3.0,806.07,5,evening,2025-05-04
1781,5/4/2025,1061,2014,402,1.0,665.01,2,afternoon,2025-05-04
1791,5/4/2025,1146,2094,401,2.0,789.36,2,afternoon,2025-05-04
1792,5/4/2025,1127,2011,402,0.0,409.74,1,morning,2025-05-04
1795,5/4/2025,1055,2018,401,1.0,488.03,5,morning,2025-05-04
1796,5/4/2025,1054,2035,404,3.0,899.99,2,morning,2025-05-04
1801,5/4/2025,1183,2047,403,0.0,1004.94,2,afternoon,2025-05-04
1803,5/4/2025,1176,2085,402,2.0,581.16,3,evening,2025-05-04
1804,5/4/2025,1141,2049,403,2.0,1503.74,4,afternoon,2025-05-04
1805,5/4/2025,1175,2015,402,3.0,674.97,5,morning,2025-05-04
1807,5/4/2025,1077,2011,402,2.0,655.58,1,morning,2025-05-04
1808,5/4/2025,1053,2020,404,2.0,601.33,3,evening,2025-05-04
1809,5/4/2025,1196,2082,404,0.0,533.2,4,afternoon,2025-05-04
1810,5/4/2025,1070,2010,404,3.0,311.36,5,morning,2025-05-04
1812,5/4/2025,1025,2020,403,0.0,375.83,1,afternoon,2025-05-04
1814,5/4/2025,1177,2003,401,1.0,346.66,4,morning,2025-05-04
1815,5/4/2025,1161,2056,402,0.0,1049.44,5,evening,2025-05-04
1818,5/4/2025,1063,2066,402,3.0,516.06,3,evening,2025-05-04
1819,5/4/2025,1081,2057,404,1.0,786.56,4,afternoon,2025-05-04
1820,5/4/2025,1066,2022,403,2.0,536.94,5,morning,2025-05-04
1822,5/4/2025,1046,2050,404,1.0,336.2,1,afternoon,2025-05-04
1826,5/4/2025,1038,2011,403,1.0,1475.06,2,afternoon,2025-05-04
1828,5/4/2025,1197,2058,404,0.0,666.75,3,evening,2025-05-04
1829,5/4/2025,1057,2091,402,1.0,815.21,4,afternoon,2025-05-04
1830,5/4/2025,1005,2034,403,3.0,544.68,5,morning,2025-05-04
1832,5/4/2025,1153,2027,403,1.0,698.25,1,afternoon,2025-05-04
1834,5/4/2025,1007,2037,403,1.0,648.25,4,morning,2025-05-04
1835,5/4/2025,1158,2057,402,2.0,699.17,5,evening,2025-05-04
1836,5/4/2025,1149,2087,404,0.0,637.28,2,afternoon,2025-05-04
1837,5/4/2025,1002,2060,402,2.0,326.7,1,morning,2025-05-04
1840,5/4/2025,1024,2071,401,0.0,615.16,5,morning,2025-05-04
1841,5/4/2025,1085,2030,404,2.0,407.93,2,evening,2025-05-04
1842,5/4/2025,1155,2085,401,0.0,726.45,1,afternoon,2025-05-04
1843,5/4/2025,1064,2064,404,2.0,940.93,3,morning,2025-05-04
1845,5/4/2025,1143,2005,402,2.0,343.02,5,evening,2025-05-04
1848,5/4/2025,1181,2067,404,1.0,523.71,3,evening,2025-05-04
1850,5/4/2025,1032,2063,403,2.0,441.97,5,morning,2025-05-04
1851,5/4/2025,1110,2036,403,2.0,348.77,2,evening,2025-05-04
1855,5/4/2025,1048,2019,401,1.0,840.54,5,evening,2025-05-04
1856,5/4/2025,1046,2004,404,2.0,741.8,2,afternoon,2025-05-04
1857,5/4/2025,1041,2090,404,3.0,358.2,1,morning,2025-05-04
1860,5/4/2025,1126,2014,402,0.0,492.6,5,morning,2025-05-04
1866,5/4/2025,1100,2047,401,2.0,803.95,2,afternoon,2025-05-04
1867,5/4/2025,1039,2003,401,3.0,1155.54,1,morning,2025-05-04
1868,5/4/2025,1181,2084,404,3.0,1127.4,3,evening,2025-05-04
1869,5/4/2025,1160,2034,401,2.0,326.81,4,afternoon,2025-05-04
1870,5/4/2025,1011,2083,404,2.0,614.53,5,morning,2025-05-04
1871,5/4/2025,1187,2093,402,1.0,680.35,2,evening,2025-05-04
1872,5/4/2025,1012,2082,403,2.0,853.12,1,afternoon,2025-05-04
1879,5/4/2025,1188,2039,402,2.0,1562.3,4,afternoon,2025-05-04
1880,5/4/2025,1170,2012,403,1.0,560.87,5,morning,2025-05-04
1881,5/4/2025,1125,2057,404,3.0,1310.94,2,evening,2025-05-04
1882,5/4/2025,1068,2072,404,0.0,420.3,1,afternoon,2025-05-04
1887,5/4/2025,1134,2080,401,2.0,1331.62,1,morning,2025-05-04
1889,5/4/2025,1076,2019,402,2.0,747.14,4,afternoon,2025-05-04
1896,5/4/2025,1046,2050,401,0.0,560.34,2,afternoon,2025-05-04
1898,5/4/2025,1150,2092,404,3.0,482.21,3,evening,2025-05-04
1899,5/4/2025,1159,2033,403,1.0,752.62,4,afternoon,2025-05-04
1900,5/4/2025,1054,2023,401,2.0,751.63,5,morning,2025-05-04
1902,5/4/2025,1001,2050,401,0.0,560.34,1,afternoon,2025-05-04
1905,5/4/2025,1158,2078,403,3.0,568.04,5,evening,2025-05-04
1906,5/4/2025,1077,2011,402,1.0,368.77,2,afternoon,2025-05-04
1909,5/4/2025,1123,2083,402,1.0,1382.69,4,afternoon,2025-05-04
1911,5/4/2025,1077,2098,404,1.0,817.07,2,evening,2025-05-04
1913,5/4/2025,1042,2019,404,3.0,933.93,3,morning,2025-05-04
1914,5/4/2025,1120,2002,404,1.0,1558.8,4,morning,2025-05-04
1916,5/4/2025,1085,2001,401,3.0,412.35,2,afternoon,2025-05-04
1918,5/4/2025,1124,2051,404,3.0,351.96,3,evening,2025-05-04
1920,5/4/2025,1108,2073,403,0.0,1498.29,5,morning,2025-05-04
1924,5/4/2025,1073,2092,402,3.0,482.21,4,morning,2025-05-04
1926,5/4/2025,1150,2087,403,3.0,477.96,2,afternoon,2025-05-04
1927,5/4/2025,1033,2037,404,3.0,1440.56,1,morning,2025-05-04
1930,5/4/2025,1176,2095,401,3.0,1472.37,5,morning,2025-05-04
1931,5/4/2025,1033,2022,402,1.0,1208.12,2,evening,2025-05-04
1935,5/4/2025,1066,2045,402,1.0,1123.7,5,evening,2025-05-04
1938,5/4/2025,1143,2028,404,2.0,1531.06,3,evening,2025-05-04
1940,5/4/2025,1038,2088,401,0.0,1418.7,5,morning,2025-05-04
1942,5/4/2025,1005,2078,401,0.0,426.03,1,afternoon,2025-05-04
1949,5/4/2025,1121,2043,403,1.0,1572.21,4,afternoon,2025-05-04
1950,5/4/2025,1021,2034,403,3.0,544.68,5,morning,2025-05-04
1955,5/4/2025,1113,2018,401,0.0,1084.52,5,evening,2025-05-04
1961,5/4/2025,1088,2001,403,1.0,1113.34,2,evening,2025-05-04
1964,5/4/2025,1005,2083,404,1.0,691.34,4,morning,2025-05-04
1966,5/4/2025,1099,2092,402,2.0,1157.3,2,afternoon,2025-05-04
1967,5/4/2025,1054,2011,403,2.0,327.79,1,morning,2025-05-04
1969,5/4/2025,1007,2069,403,1.0,836.6,4,afternoon,2025-05-04
1971,5/4/2025,1187,2007,403,2.0,466.71,2,evening,2025-05-04
1972,5/4/2025,1160,2064,403,0.0,1176.16,1,afternoon,2025-05-04
1973,5/4/2025,1012,2096,401,3.0,672.18,3,morning,2025-05-04
1974,5/4/2025,1076,2073,401,3.0,499.43,4,morning,2025-05-04
1975,5/4/2025,1086,2030,402,2.0,407.93,5,evening,2025-05-04
1978,5/4/2025,1083,2066,402,2.0,1238.54,3,evening,2025-05-04
1981,5/4/2025,1108,2016,404,1.0,872.15,2,evening,2025-05-04
1983,5/4/2025,1150,2071,404,2.0,492.13,3,morning,2025-05-04
1985,5/4/2025,1176,2062,404,1.0,557.42,5,evening,2025-05-04
1988,5/4/2025,1177,2027,404,3.0,1034.44,3,evening,2025-05-04
1990,5/4/2025,1030,2077,404,0.0,1123.66,5,morning,2025-05-04
1991,5/4/2025,1030,2047,403,0.0,334.98,2,evening,2025-05-04
1992,5/4/2025,1133,2019,401,2.0,747.14,1,afternoon,2025-05-04
1993,5/4/2025,1078,2047,403,2.0,535.97,3,morning,2025-05-04
1994,5/4/2025,1124,2003,402,1.0,1386.65,4,morning,2025-05-04
1996,5/4/2025,1078,2036,402,1.0,588.55,2,afternoon,2025-05-04
1999,5/4/2025,1106,2061,403,3.0,599.76,4,afternoon,2025-05-04
2000,5/4/2025,1086,2048,404,1.0,321.87,5,morning,2025-05-04
6,5/4/2025,1089,2028,401,0.0,1275.88,2,evening,2025-05-04
