transactionid,saledate,customerid,productid,storeid,campaignid,saleamount,qtypurchased,saletime
1810,5/4/2025,1070,2010,404,3.0,311.36,5,morning
1812,5/4/2025,1025,2020,403,0.0,375.83,1,afternoon
1814,5/4/2025,1177,2003,401,1.0,346.66,4,morning
1815,5/4/2025,1161,2056,402,0.0,1049.44,5,evening
1818,5/4/2025,1063,2066,402,3.0,516.06,3,evening
1819,5/4/2025,1081,2057,404,1.0,786.56,4,afternoon
1820,5/4/2025,1066,2022,403,2.0,536.94,5,morning
1822,5/4/2025,1046,2050,404,1.0,336.2,1,afternoon
1826,5/4/2025,1038,2011,403,1.0,1475.06,2,afternoon
1828,5/4/2025,1197,2058,404,0.0,666.75,3,evening
1829,5/4/2025,1057,2091,402,1.0,815.21,4,afternoon
1830,5/4/2025,1005,2034,403,3.0,544.68,5,morning
1832,5/4/2025,1153,2027,403,1.0,698.25,1,afternoon
1834,5/4/2025,1007,2037,403,1.0,648.25,4,morning
1835,5/4/2025,1158,2057,402,2.0,699.17,5,evening
1836,5/4/2025,1149,2087,404,0.0,637.28,2,afternoon
1837,5/4/2025,1002,2060,402,2.0,326.7,1,morning
1840,5/4/2025,1024,2071,401,0.0,615.16,5,morning
1841,5/4/2025,1085,2030,404,2.0,407.93,2,evening
1842,5/4/2025,1155,2085,401,0.0,726.45,1,afternoon
1843,5/4/2025,1064,2064,404,2.0,940.93,3,morning
1845,5/4/2025,1143,2005,402,2.0,343.02,5,evening
1848,5/4/2025,1181,2067,404,1.0,523.71,3,evening
1850,5/4/2025,1032,2063,403,2.0,441.97,5,morning
1851,5/4/2025,1110,2036,403,2.0,348.77,2,evening
1855,5/4/2025,1048,2019,401,1.0,840.54,5,evening
1856,5/4/2025,1046,2004,404,2.0,741.8,2,afternoon
1857,5/4/2025,1041,2090,404,3.0,358.2,1,morning
1860,5/4/2025,1126,2014,402,0.0,492.6,5,morning
1866,5/4/2025,1100,2047,401,2.0,803.95,2,afternoon
1867,5/4/2025,1039,2003,401,3.0,1155.54,1,morning
1868,5/4/2025,1181,2084,404,3.0,1127.4,3,evening
1869,5/4/2025,1160,2034,401,2.0,326.81,4,afternoon
1870,5/4/2025,1011,2083,404,2.0,614.53,5,morning
1871,5/4/2025,1187,2093,402,1.0,680.35,2,evening
1872,5/4/2025,1012,2082,403,2.0,853.12,1,afternoon
1879,5/4/2025,1188,2039,402,2.0,1562.3,4,afternoon
1880,5/4/2025,1170,2012,403,1.0,560.87,5,morning
1881,5/4/2025,1125,2057,404,3.0,1310.94,2,evening
1882,5/4/2025,1068,2072,404,0.0,420.3,1,afternoon
1887,5/4/2025,1134,2080,401,2.0,1331.62,1,morning
1889,5/4/2025,1076,2019,402,2.0,747.14,4,afternoon
1896,5/4/2025,1046,2050,401,0.0,560.34,2,afternoon
1898,5/4/2025,1150,2092,404,3.0,482.21,3,evening
1899,5/4/2025,1159,2033,403,1.0,752.62,4,afternoon
1900,5/4/2025,1054,2023,401,2.0,751.63,5,morning
1902,5/4/2025,1001,2050,401,0.0,560.34,1,afternoon
1905,5/4/2025,1158,2078,403,3.0,568.04,5,evening
1906,5/4/2025,1077,2011,402,1.0,368.77,2,afternoon
1909,5/4/2025,1123,2083,402,1.0,1382.69,4,afternoon
1911,5/4/2025,1077,2098,404,1.0,817.07,2,evening
1913,5/4/2025,1042,2019,404,3.0,933.93,3,morning
1914,5/4/2025,1120,2002,404,1.0,1558.8,4,morning
1916,5/4/2025,1085,2001,401,3.0,412.35,2,afternoon
1918,5/4/2025,1124,2051,404,3.0,351.96,3,evening
1920,5/4/2025,1108,2073,403,0.0,1498.29,5,morning
1924,5/4/2025,1073,2092,402,3.0,482.21,4,morning
1926,5/4/2025,1150,2087,403,3.0,477.96,2,afternoon
1927,5/4/2025,1033,2037,404,3.0,1440.56,1,morning
1930,5/4/2025,1176,2095,401,3.0,1472.37,5,morning
1931,5/4/2025,1033,2022,402,1.0,1208.12,2,evening
1935,5/4/2025,1066,2045,402,1.0,1123.7,5,evening
1938,5/4/2025,1143,2028,404,2.0,1531.06,3,evening
1940,5/4/2025,1038,2088,401,0.0,1418.7,5,morning
1942,5/4/2025,1005,2078,401,0.0,426.03,1,afternoon
1949,5/4/2025,1121,2043,403,1.0,1572.21,4,afternoon
1950,5/4/2025,1021,2034,403,3.0,544.68,5,morning
1955,5/4/2025,1113,2018,401,0.0,1084.52,5,evening
1961,5/4/2025,1088,2001,403,1.0,1113.34,2,evening
1964,5/4/2025,1005,2083,404,1.0,691.34,4,morning
1966,5/4/2025,1099,2092,402,2.0,1157.3,2,afternoon
1967,5/4/2025,1054,2011,403,2.0,327.79,1,morning
1969,5/4/2025,1007,2069,403,1.0,836.6,4,afternoon
1971,5/4/2025,1187,2007,403,2.0,466.71,2,evening
1972,5/4/2025,1160,2064,403,0.0,1176.16,1,afternoon
1973,5/4/2025,1012,2096,401,3.0,672.18,3,morning
1974,5/4/2025,1076,2073,401,3.0,499.43,4,morning
1975,5/4/2025,1086,2030,402,2.0,407.93,5,evening
1978,5/4/2025,1083,2066,402,2.0,1238.54,3,evening
1981,5/4/2025,1108,2016,404,1.0,872.15,2,evening
1983,5/4/2025,1150,2071,404,2.0,492.13,3,morning
1985,5/4/2025,1176,2062,404,1.0,557.42,5,evening
1988,5/4/2025,1177,2027,404,3.0,1034.44,3,evening
1990,5/4/2025,1030,2077,404,0.0,1123.66,5,morning
1991,5/4/2025,1030,2047,403,0.0,334.98,2,evening
1992,5/4/2025,1133,2019,401,2.0,747.14,1,afternoon
1993,5/4/2025,1078,2047,403,2.0,535.97,3,morning
1994,5/4/2025,1124,2003,402,1.0,1386.65,4,morning
1996,5/4/2025,1078,2036,402,1.0,588.55,2,afternoon
1999,5/4/2025,1106,2061,403,3.0,599.76,4,afternoon
2000,5/4/2025,1086,2048,404,1.0,321.87,5,morning
6,5/4/2025,1089,2028,401,0.0,1275.88,2,evening
